order_id,customer_id,product_id,quantity,payment_method,order_date
725,126,4,5,Net Banking,2024-10-27
726,836,3,5,Net Banking,2025-03-30
727,218,4,5,UPI,2026-03-05
728,472,10,1,Net Banking,2025-12-01
729,912,11,1,Net Banking,2026-06-14
730,881,15,2,UPI,2025-12-22
731,854,15,2,Card,2024-08-19
732,771,10,1,UPI,2025-03-28
733,676,3,1,Cash,2026-01-28
734,124,8,1,Net Banking,2025-06-11
735,86,10,5,Card,2024-08-15
736,11,14,1,Net Banking,2025-07-15
737,707,7,2,Card,2025-03-09
738,486,1,3,Cash,2024-11-23
739,436,3,4,UPI,2024-12-05
740,401,2,3,Net Banking,2025-05-06
741,789,16,2,Card,2025-05-14
742,877,10,2,Cash,2025-09-08
743,948,9,2,Net Banking,2025-08-02
744,731,2,4,Card,2024-10-30
745,667,6,5,Card,2025-02-05
746,23,14,1,Cash,2025-08-13
747,931,15,2,Net Banking,2026-01-20
748,326,1,2,Net Banking,2024-10-06
749,260,9,3,Cash,2025-06-28
750,716,11,4,Card,2025-12-26
751,87,4,1,UPI,2025-02-03
752,500,3,5,Net Banking,2025-11-22
753,26,14,2,UPI,2024-11-14
754,383,11,3,Net Banking,2025-09-10
755,228,2,2,Net Banking,2024-11-02
756,457,5,1,Card,2024-12-12
757,115,5,1,UPI,2025-08-22
758,109,8,1,Net Banking,2025-05-15
759,70,15,1,UPI,2025-04-24
760,398,7,5,Cash,2026-06-20
761,63,6,5,UPI,2026-02-18
762,756,13,1,Net Banking,2025-05-06
763,426,15,4,Net Banking,2026-06-02
764,849,2,1,Card,2025-01-14
765,916,7,4,Net Banking,2026-05-06
766,400,7,4,Card,2025-12-27
767,915,3,1,Net Banking,2024-08-28
768,404,3,4,Card,2025-03-06
769,646,5,4,Cash,2024-09-08
770,234,4,3,Card,2025-02-13
771,209,7,4,Card,2026-06-03
772,768,15,5,UPI,2026-04-18
773,765,4,5,Cash,2025-09-09
774,777,6,2,Cash,2024-11-17
775,619,15,5,Cash,2025-06-23
776,117,9,5,Card,2025-07-25
777,432,5,1,Net Banking,2025-07-27
778,806,16,4,Card,2025-08-28
779,258,16,1,Net Banking,2025-02-16
780,566,7,4,Card,2026-05-17
781,997,9,3,Card,2025-07-02
782,577,7,5,UPI,2024-10-26
783,891,5,2,Card,2025-01-08
784,257,10,4,Net Banking,2025-12-15
785,880,6,3,Cash,2024-08-31
786,696,5,1,Cash,2025-03-27
787,811,15,5,Net Banking,2026-05-05
788,632,6,3,Cash,2026-06-11
789,665,15,1,UPI,2025-02-11
790,773,16,3,Net Banking,2026-03-19
791,544,16,2,UPI,2025-11-12
792,474,1,3,Net Banking,2025-08-17
793,600,1,4,Cash,2026-02-20
794,570,11,2,Cash,2025-02-01
795,278,5,1,Cash,2026-06-13
796,693,2,1,Cash,2026-01-15
797,496,5,1,Cash,2025-12-19
798,313,15,3,Net Banking,2024-09-28
799,180,7,2,Net Banking,2024-07-15
800,248,8,3,UPI,2026-01-31
801,894,16,2,Cash,2026-02-13
802,268,8,4,UPI,2025-01-05
803,191,13,2,UPI,2024-09-07
804,579,12,4,Net Banking,2025-06-05
805,615,13,2,Cash,2025-03-13
806,661,16,2,Cash,2026-02-08
807,504,11,3,UPI,2026-02-19
808,768,4,1,Cash,2025-09-08
809,883,14,2,Net Banking,2026-05-19
810,880,15,3,Card,2024-06-30
811,969,5,3,Cash,2025-07-27
812,450,4,3,Card,2026-04-27
813,921,3,2,Cash,2025-11-23
814,409,10,2,Net Banking,2025-08-14
815,984,14,3,Cash,2026-04-18
816,598,8,4,Cash,2025-02-19
817,267,7,5,Cash,2025-03-10
818,772,14,4,UPI,2025-07-17
819,664,15,1,UPI,2026-03-24
820,216,12,5,UPI,2025-08-04
821,880,3,4,UPI,2025-09-13
822,67,6,3,Card,2024-11-29
823,356,4,1,UPI,2024-09-22
824,238,10,3,Cash,2024-11-13
825,773,12,3,Cash,2026-03-06
826,167,9,4,UPI,2025-05-24
827,388,7,1,Net Banking,2025-08-27
828,626,13,4,Card,2026-04-25
829,455,15,1,Card,2025-12-16
830,699,4,3,UPI,2026-05-06
831,953,7,1,UPI,2025-09-01
832,221,10,2,Card,2026-02-02
833,955,12,1,Cash,2025-12-03
834,654,1,1,Net Banking,2026-04-11
835,681,1,2,Card,2025-04-10
836,545,2,5,Cash,2026-01-23
837,292,9,5,Cash,2024-11-08
838,523,16,1,Net Banking,2024-07-14
839,8,14,3,Cash,2026-04-04
840,336,16,3,Cash,2024-12-31
841,124,8,3,Cash,2025-08-24
842,288,2,3,Net Banking,2026-01-02
843,233,13,3,Net Banking,2024-07-11
844,631,14,5,Net Banking,2025-01-08
845,619,4,1,Cash,2025-11-12
846,884,12,4,UPI,2025-04-01
847,244,4,5,Card,2026-01-16
848,491,1,5,Card,2025-01-28
849,430,16,2,UPI,2024-10-01
850,788,1,3,Card,2024-09-04
851,980,16,4,UPI,2024-07-29
852,426,5,3,UPI,2025-04-29
853,775,3,3,Net Banking,2026-05-22
854,222,14,5,Cash,2026-02-20
855,316,11,2,Cash,2024-12-12
856,774,16,2,UPI,2026-04-26
857,104,1,3,UPI,2026-02-23
858,350,2,5,Net Banking,2025-11-26
859,155,2,4,Net Banking,2024-08-25
860,619,12,5,UPI,2025-09-21
861,154,8,2,Net Banking,2026-06-14
862,476,1,5,Net Banking,2026-03-09
863,859,2,2,Card,2025-02-08
864,65,9,3,Net Banking,2024-08-27
865,543,8,5,UPI,2026-06-20
866,866,11,4,Cash,2025-04-06
867,979,16,3,UPI,2026-05-17
868,261,9,4,Cash,2024-12-13
869,518,12,1,Card,2025-12-27
870,714,9,3,Card,2024-08-27
871,195,2,1,Card,2024-11-24
872,50,1,5,Net Banking,2025-12-28
873,565,15,1,Card,2025-12-24
874,670,11,5,UPI,2026-06-10
875,747,16,5,Cash,2026-05-02
876,784,11,4,Cash,2025-05-18
877,839,11,2,UPI,2025-07-26
878,653,11,3,Card,2025-11-05
879,815,3,2,Cash,2026-01-24
880,500,3,3,UPI,2025-10-12
881,539,6,2,Cash,2025-05-20
882,700,7,2,UPI,2025-12-12
883,93,14,2,UPI,2026-06-18
884,27,13,1,Card,2025-07-20
885,313,5,5,UPI,2025-03-10
886,483,8,5,Net Banking,2025-06-01
887,944,13,4,Card,2025-05-19
888,476,8,3,Net Banking,2024-07-03
889,13,9,4,Cash,2024-09-29
890,885,6,3,Cash,2024-08-11
891,944,11,4,Cash,2024-12-28
892,726,7,3,Cash,2025-10-23
893,118,11,2,UPI,2026-03-31
894,222,16,3,UPI,2026-06-25
895,995,16,1,Card,2025-10-01
896,186,14,5,Card,2025-05-05
897,33,11,5,UPI,2026-03-24
898,969,1,2,Cash,2025-08-21
899,577,1,5,Net Banking,2025-01-05
900,861,12,5,UPI,2026-03-28
901,93,1,2,Net Banking,2025-01-24
902,580,14,2,Card,2025-05-18
903,518,7,5,Net Banking,2026-06-07
904,498,1,1,Net Banking,2024-09-04
905,716,14,2,Cash,2025-01-30
906,499,12,2,Card,2024-08-04
907,947,5,5,UPI,2026-05-21
908,242,13,1,Card,2024-08-17
909,350,2,5,Net Banking,2024-07-28
910,739,11,2,Cash,2026-05-08
911,315,9,3,Cash,2025-08-27
912,421,8,1,Net Banking,2025-03-21
913,686,8,5,Cash,2025-06-29
914,943,9,4,Net Banking,2025-08-20
915,698,1,3,UPI,2024-08-24
916,978,14,3,Cash,2024-10-09
917,350,13,2,Net Banking,2024-09-24
918,930,3,3,Net Banking,2024-12-23
919,569,13,2,Cash,2024-11-30
920,696,5,4,Cash,2024-09-10
921,158,7,4,Cash,2024-10-25
922,536,13,3,UPI,2024-10-14
923,35,13,1,Net Banking,2024-11-05
924,837,10,1,Cash,2025-02-28
925,433,15,3,Net Banking,2024-09-23
926,766,8,2,Cash,2025-05-23
927,593,15,2,Net Banking,2025-09-28
928,303,16,4,UPI,2024-12-17
929,566,2,1,Net Banking,2026-03-12
930,754,4,5,Card,2024-09-19
931,650,4,4,Card,2026-01-03
932,941,11,1,Net Banking,2024-08-29
933,210,10,5,Net Banking,2024-10-01
934,580,16,2,Net Banking,2025-04-23
935,82,3,5,Cash,2025-07-25
936,40,11,1,Net Banking,2024-09-12
937,567,6,4,Cash,2025-01-03
938,851,9,3,Net Banking,2025-12-17
939,610,5,4,UPI,2024-12-18
940,967,1,3,Card,2025-03-15
941,70,14,4,UPI,2025-10-19
942,713,6,2,Card,2025-12-04
943,505,1,5,Net Banking,2025-12-24
944,286,14,2,UPI,2025-12-26
945,32,9,3,Cash,2024-10-06
946,200,12,5,Net Banking,2025-11-17
947,62,5,2,Cash,2024-11-06
948,248,6,5,Card,2025-04-16
949,87,14,1,UPI,2025-04-25
950,393,4,2,Net Banking,2024-07-23
951,695,1,2,Cash,2025-02-25
952,874,6,3,Card,2026-05-26
953,660,11,5,Card,2025-09-15
954,654,6,1,Net Banking,2025-01-03
955,62,6,3,Card,2025-03-23
956,335,15,2,Cash,2026-02-03
957,690,11,3,Cash,2025-12-23
958,179,3,4,Card,2026-05-29
959,329,3,2,Net Banking,2025-12-07
960,87,10,3,Card,2024-07-11
961,417,7,2,UPI,2024-07-23
962,847,4,1,Net Banking,2025-01-14
963,522,11,3,Net Banking,2025-10-19
964,406,2,1,UPI,2025-06-28
965,254,15,4,Net Banking,2026-05-20
966,509,3,4,Cash,2026-03-20
967,885,9,2,Net Banking,2025-10-07
968,941,14,4,Net Banking,2026-02-08
969,194,5,5,Net Banking,2025-01-18
970,921,12,3,Cash,2025-08-30
971,811,16,4,Cash,2025-02-12
972,948,15,2,Card,2025-06-22
973,736,8,3,Card,2025-09-04
974,241,2,3,Net Banking,2025-01-16
975,250,4,3,Card,2025-10-25
976,717,9,1,Cash,2026-05-20
977,840,9,3,Net Banking,2024-10-08
978,641,12,2,Card,2025-02-21
979,486,11,2,Net Banking,2025-04-28
980,254,4,1,UPI,2024-11-05
981,303,8,4,Card,2025-03-02
982,106,10,3,UPI,2024-07-19
983,603,11,5,Card,2025-04-25
984,419,11,2,Card,2025-08-30
985,173,16,5,Card,2025-09-02
986,856,15,4,Net Banking,2025-01-02
987,483,16,5,Card,2025-03-18
988,250,16,5,UPI,2025-04-23
989,52,15,3,Net Banking,2025-10-22
990,17,10,4,UPI,2024-08-03
991,399,2,5,Cash,2025-03-14
992,338,6,2,Cash,2024-12-15
993,985,13,5,Net Banking,2025-09-28
994,721,3,4,Net Banking,2025-10-25
995,148,3,2,Cash,2025-02-28
996,95,8,3,Net Banking,2025-07-09
997,808,16,1,Net Banking,2026-05-21
998,695,15,3,UPI,2026-01-26
999,967,12,1,Cash,2025-06-25
1000,678,12,3,Card,2025-05-01
1001,489,12,3,Cash,2025-07-22
1002,372,13,4,Card,2024-10-06
1003,274,9,4,Cash,2026-01-26
1004,111,9,5,Net Banking,2025-08-20
1005,869,9,4,UPI,2024-11-17
1006,958,3,5,Cash,2025-05-15
1007,413,13,5,Net Banking,2026-02-07
1008,669,10,3,Card,2025-10-19
1009,400,4,1,Card,2025-09-19
1010,465,2,4,Cash,2025-11-05
1011,761,1,4,Cash,2026-01-31
1012,53,1,4,Cash,2025-12-13
1013,770,12,5,Net Banking,2025-10-02
1014,604,2,5,UPI,2026-02-02
1015,734,15,2,UPI,2026-03-14
1016,107,16,5,Card,2024-07-11
1017,417,13,2,Net Banking,2026-02-11
1018,313,7,5,Card,2024-12-25
1019,542,3,1,UPI,2026-05-18
1020,314,13,1,Net Banking,2025-10-15
1021,867,2,5,Card,2024-10-15
1022,714,8,5,Net Banking,2024-12-31
1023,20,7,2,Card,2025-10-12
1024,188,8,5,Net Banking,2024-07-28
1025,439,1,5,Net Banking,2024-07-07
1026,267,7,1,UPI,2024-08-04
1027,252,9,1,UPI,2024-09-26
1028,508,6,1,Card,2026-05-20
1029,184,13,5,Cash,2026-01-08
1030,159,2,4,UPI,2025-03-20
1031,971,11,3,UPI,2025-08-24
1032,73,2,1,Cash,2025-07-22
1033,158,12,5,Cash,2025-12-15
1034,768,16,5,Card,2025-01-06
1035,502,15,4,Card,2025-12-26
1036,918,4,1,Card,2024-08-14
1037,361,4,2,UPI,2026-01-08
1038,363,11,3,Card,2026-05-14
1039,612,13,3,Card,2025-08-10
1040,136,3,2,Card,2024-09-03
1041,652,2,1,UPI,2024-12-21
1042,14,11,1,Card,2025-11-28
1043,230,7,4,UPI,2024-09-18
1044,533,16,1,Cash,2024-12-01
1045,77,5,5,Cash,2025-01-07
1046,295,9,4,Cash,2024-10-07
1047,497,1,4,UPI,2024-08-06
1048,767,15,2,Cash,2025-08-13
1049,455,6,1,Card,2024-11-20
1050,909,7,1,UPI,2025-08-29
1051,483,4,1,Net Banking,2024-07-25
1052,884,15,1,UPI,2024-07-21
1053,211,1,3,Net Banking,2024-10-12
1054,180,11,3,Net Banking,2024-12-05
1055,975,2,5,UPI,2025-10-15
1056,948,7,5,Cash,2026-02-18
1057,677,7,5,UPI,2024-08-14
1058,465,2,1,Cash,2025-09-06
1059,80,4,2,Net Banking,2024-11-27
1060,434,3,1,UPI,2025-03-15
1061,360,3,5,Net Banking,2025-12-31
1062,192,4,3,UPI,2026-01-05
1063,456,13,5,Card,2025-08-20
1064,945,3,4,Net Banking,2025-03-30
1065,849,9,2,UPI,2025-10-16
1066,968,13,2,Net Banking,2024-08-08
1067,838,15,4,Card,2024-08-04
1068,715,2,2,UPI,2025-12-28
1069,844,2,4,Net Banking,2025-11-09
1070,861,4,3,Cash,2025-01-24
1071,726,15,5,Cash,2025-08-16
1072,174,4,3,Cash,2025-02-28
1073,677,6,5,Card,2024-12-10
1074,674,12,5,UPI,2026-05-26
1075,198,9,5,UPI,2025-07-13
1076,391,10,2,Card,2025-10-25
1077,794,12,3,UPI,2025-06-19
1078,849,4,4,Cash,2025-10-26
1079,319,16,3,Net Banking,2025-07-25
1080,304,7,3,UPI,2024-08-17
1081,373,16,2,Card,2024-12-20
1082,582,16,5,Net Banking,2025-08-13
1083,689,6,1,Net Banking,2025-04-17
1084,234,6,2,Cash,2026-01-23
1085,474,1,5,UPI,2025-03-08
1086,825,12,4,Net Banking,2026-02-05
1087,72,12,2,UPI,2025-09-01
1088,818,5,2,Cash,2025-05-09
1089,438,9,5,Card,2025-02-05
1090,493,4,2,Card,2024-08-30
1091,849,4,1,UPI,2025-12-18
1092,411,1,5,Cash,2024-11-10
1093,562,6,3,Card,2024-08-12
1094,588,2,3,Card,2025-11-21
1095,605,14,4,UPI,2025-02-27
1096,49,11,5,Card,2025-11-11
1097,105,12,4,Net Banking,2024-07-26
1098,53,3,2,UPI,2025-11-16
1099,128,5,2,Card,2024-08-15
1100,209,4,3,Net Banking,2026-03-04
1101,275,7,3,UPI,2025-09-02
1102,648,3,3,Net Banking,2024-08-23
1103,342,12,3,UPI,2025-05-27
1104,190,4,5,Net Banking,2026-06-06
1105,36,7,2,Cash,2025-01-29
1106,124,7,2,Cash,2025-07-27
1107,67,15,5,Net Banking,2025-09-30
1108,573,9,2,Card,2024-10-29
1109,847,11,1,UPI,2025-02-10
1110,940,6,4,UPI,2025-03-23
1111,951,7,3,UPI,2025-12-23
1112,958,3,1,Cash,2025-11-14
1113,239,16,1,Net Banking,2025-01-26
1114,246,6,5,Card,2026-05-09
1115,715,12,5,Cash,2026-03-05
1116,646,11,5,UPI,2026-05-27
1117,379,15,5,Card,2025-04-02
1118,51,10,2,UPI,2024-09-19
1119,3,11,4,UPI,2025-04-12
1120,155,8,3,Cash,2026-01-26
1121,534,6,1,UPI,2024-09-09
1122,343,1,5,UPI,2026-05-16
1123,582,14,1,Cash,2025-09-02
1124,787,10,4,Cash,2025-09-17
1125,10,5,5,Net Banking,2024-06-26
1126,309,5,3,Cash,2025-12-29
1127,545,5,1,Net Banking,2024-07-25
1128,475,10,4,Card,2024-12-07
1129,269,15,5,Card,2025-09-20
1130,5,5,3,Card,2024-08-12
1131,286,7,5,Cash,2025-11-25
1132,435,6,3,Net Banking,2025-12-30
1133,849,15,1,UPI,2026-01-26
1134,630,15,1,Card,2026-06-07
1135,64,14,5,Cash,2026-04-23
1136,272,7,2,Card,2025-11-27
1137,940,6,4,Card,2025-04-29
1138,552,10,4,Card,2025-07-11
1139,903,1,4,Cash,2025-06-10
1140,204,4,4,Card,2025-10-30
1141,797,1,3,Card,2025-05-09
1142,63,13,5,UPI,2026-05-16
1143,106,16,2,Net Banking,2025-07-18
1144,725,14,2,UPI,2024-11-13
1145,629,13,1,Card,2024-12-21
1146,511,11,5,UPI,2024-07-18
1147,416,9,1,Card,2025-08-27
1148,698,3,3,UPI,2025-03-10
1149,909,3,1,Net Banking,2025-12-28
1150,19,13,2,Net Banking,2025-07-14
1151,263,14,5,Cash,2026-06-20
1152,903,14,5,Cash,2024-12-15
1153,458,13,3,Net Banking,2024-10-29
1154,942,9,5,Cash,2025-12-22
1155,710,2,5,Cash,2024-11-09
1156,565,13,4,Net Banking,2024-09-17
1157,229,8,1,Net Banking,2025-08-09
1158,940,12,2,Cash,2026-04-01
1159,346,10,5,Cash,2026-01-27
1160,641,14,2,Cash,2025-03-20
1161,755,7,2,UPI,2024-12-18
1162,254,9,5,Cash,2026-01-15
1163,296,2,5,Net Banking,2025-03-09
1164,864,7,1,UPI,2024-10-24
1165,243,15,1,UPI,2024-08-13
1166,696,13,4,Card,2025-09-20
1167,231,3,5,Cash,2024-11-18
1168,422,11,4,UPI,2024-07-03
1169,133,3,1,Cash,2024-06-27
1170,503,9,3,Cash,2025-02-24
1171,614,6,5,Cash,2025-02-25
1172,353,7,2,UPI,2025-05-03
1173,110,7,3,UPI,2024-07-16
1174,428,5,2,Net Banking,2025-02-24
1175,538,13,4,Cash,2025-10-20
1176,232,15,5,Card,2025-09-14
1177,291,2,5,Card,2025-11-21
1178,914,4,3,Net Banking,2025-12-23
1179,1000,2,4,Card,2024-12-22
1180,980,3,5,Card,2026-04-25
1181,13,6,4,Card,2024-08-26
1182,906,10,5,Net Banking,2024-08-07
1183,708,10,1,Net Banking,2026-05-20
1184,238,13,5,Cash,2026-01-26
1185,813,15,1,UPI,2025-05-15
1186,560,12,3,Card,2025-09-25
1187,480,6,5,Net Banking,2024-07-18
1188,215,1,5,Card,2025-01-10
1189,62,1,4,Net Banking,2025-04-01
1190,463,1,1,Cash,2026-03-17
1191,245,4,4,Card,2025-01-15
1192,538,4,3,UPI,2024-09-17
1193,935,12,4,UPI,2025-02-03
1194,785,4,4,UPI,2024-08-03
1195,833,5,1,Card,2025-01-10
1196,939,4,5,Net Banking,2024-10-02
1197,651,5,2,Net Banking,2025-06-24
1198,970,9,4,Net Banking,2024-08-08
1199,779,9,1,Card,2025-07-11
1200,294,1,1,Net Banking,2025-10-28
1201,600,14,1,UPI,2025-12-01
1202,878,5,1,UPI,2026-04-29
1203,895,4,5,UPI,2024-07-17
1204,647,15,4,UPI,2025-01-16
1205,319,13,4,Card,2026-02-03
1206,596,12,2,UPI,2025-03-24
1207,456,3,4,Cash,2026-04-17
1208,218,11,4,UPI,2025-01-20
1209,755,7,2,UPI,2025-04-22
1210,798,14,2,Card,2025-01-18
1211,281,5,1,Card,2026-01-09
1212,159,6,2,Cash,2024-11-08
1213,318,10,3,Cash,2025-08-26
1214,839,13,3,UPI,2024-07-19
1215,610,15,1,Card,2024-10-07
1216,947,5,1,Cash,2025-01-20
1217,170,12,1,Net Banking,2025-12-03
1218,872,13,5,Cash,2025-08-22
1219,516,12,5,Card,2025-05-28
1220,176,1,3,Cash,2024-07-21
1221,13,13,2,UPI,2026-04-15
1222,98,11,4,Card,2026-05-29
1223,165,16,4,Card,2025-06-19
1224,938,12,4,UPI,2025-01-28
1225,961,11,3,Cash,2025-12-06
1226,824,13,3,Cash,2024-09-20
1227,420,8,1,UPI,2025-03-11
1228,392,5,5,UPI,2026-06-05
1229,761,13,4,UPI,2025-12-18
1230,163,1,3,Card,2026-04-23
1231,265,3,5,Net Banking,2025-04-12
1232,130,8,4,Card,2025-06-09
1233,954,6,2,Cash,2024-12-25
1234,896,2,5,Cash,2025-11-14
1235,577,2,3,Cash,2024-07-06
1236,43,5,2,Card,2025-01-29
1237,6,9,3,Card,2024-11-19
1238,726,9,5,Cash,2026-01-30
1239,678,1,3,Net Banking,2025-07-11
1240,854,14,2,UPI,2024-12-01
1241,822,16,1,Net Banking,2024-10-28
1242,320,9,4,Cash,2026-06-22
1243,253,1,4,Card,2025-02-20
1244,881,4,5,Cash,2026-01-13
1245,592,8,4,Net Banking,2025-09-04
1246,771,7,2,Net Banking,2024-09-17
1247,929,1,2,UPI,2025-05-28
1248,359,12,3,Cash,2025-09-19
1249,125,6,3,Card,2025-02-20
1250,586,14,3,Cash,2024-09-10
1251,362,15,2,Card,2025-11-04
1252,567,13,3,Cash,2024-10-11
1253,239,10,5,UPI,2024-07-18
1254,198,13,1,UPI,2025-01-20
1255,803,15,2,UPI,2025-02-04
1256,14,14,3,Cash,2024-07-22
1257,333,6,2,UPI,2026-04-03
1258,67,7,5,Cash,2026-06-14
1259,251,3,3,Cash,2025-11-09
1260,472,8,4,Cash,2025-07-22
1261,43,13,1,Card,2024-11-08
1262,58,8,1,Net Banking,2026-04-19
1263,140,2,1,Card,2025-01-04
1264,5,7,2,UPI,2026-02-26
1265,217,12,2,Cash,2024-11-04
1266,26,1,3,Net Banking,2026-04-03
1267,982,7,3,Card,2025-08-04
1268,167,12,4,UPI,2025-06-12
1269,581,13,3,UPI,2025-09-08
1270,676,6,5,Cash,2025-12-05
1271,123,12,1,Net Banking,2026-01-29
1272,743,11,2,Net Banking,2025-04-20
1273,106,1,3,Net Banking,2025-02-22
1274,915,6,1,Net Banking,2026-03-22
1275,577,2,1,Card,2025-04-20
1276,602,7,1,Card,2025-11-04
1277,512,3,5,UPI,2025-08-29
1278,31,8,1,UPI,2025-01-03
1279,279,4,4,Net Banking,2025-01-16
1280,938,3,5,Net Banking,2025-10-15
1281,47,10,4,Net Banking,2026-01-14
1282,758,3,2,Card,2025-12-30
1283,60,12,4,Cash,2025-09-08
1284,822,1,2,Cash,2026-01-16
1285,674,2,3,UPI,2026-06-13
1286,458,5,1,Card,2026-06-21
1287,310,11,1,Cash,2026-02-19
1288,626,9,3,Cash,2024-12-15
1289,725,8,5,Net Banking,2026-02-05
1290,901,2,2,Card,2026-03-21
1291,424,7,5,UPI,2025-02-04
1292,545,3,1,UPI,2024-08-12
1293,969,8,2,Card,2026-02-18
1294,91,15,5,Cash,2026-04-12
1295,764,7,1,Cash,2026-01-31
1296,789,3,2,Net Banking,2025-10-26
1297,250,12,4,Cash,2025-12-12
1298,915,9,4,Card,2025-08-21
1299,779,12,1,Net Banking,2025-09-05
1300,157,14,3,UPI,2025-08-15
1301,840,16,1,Card,2025-03-27
1302,454,6,2,Cash,2025-03-15
1303,541,2,1,UPI,2025-06-25
1304,833,8,2,Cash,2025-05-30
1305,891,16,2,UPI,2025-09-02
1306,30,13,1,Net Banking,2025-12-18
1307,292,16,4,UPI,2024-10-29
1308,278,14,5,UPI,2025-07-04
1309,10,9,1,Net Banking,2025-07-24
1310,137,2,4,Card,2025-03-19
1311,963,10,4,UPI,2024-10-21
1312,55,5,1,Cash,2025-05-07
1313,303,16,2,Card,2026-05-15
1314,531,12,4,Card,2026-02-22
1315,73,13,2,Net Banking,2025-09-17
1316,64,9,3,Cash,2024-12-30
1317,240,14,5,Card,2024-11-19
1318,604,16,3,Net Banking,2024-11-13
1319,666,13,2,Cash,2026-03-20
1320,359,14,2,Cash,2024-08-17
1321,860,16,2,Cash,2025-02-18
1322,934,1,1,Cash,2024-07-28
1323,308,3,1,UPI,2025-07-31
1324,926,5,5,UPI,2025-08-17
1325,146,8,1,UPI,2025-12-11
1326,937,9,2,Net Banking,2026-05-07
1327,667,12,5,Net Banking,2025-11-01
1328,607,10,1,UPI,2024-10-16
1329,242,4,2,UPI,2026-02-18
1330,555,3,2,Card,2025-11-20
1331,160,5,5,Cash,2025-07-31
1332,737,3,5,Net Banking,2025-07-13
1333,729,12,1,Card,2025-06-20
1334,470,6,1,Card,2026-03-01
1335,889,12,3,Cash,2024-09-23
1336,620,5,3,Cash,2025-09-06
1337,559,14,5,UPI,2025-06-29
1338,796,3,3,UPI,2025-06-24
1339,286,9,5,UPI,2026-03-16
1340,519,6,3,Cash,2025-05-09
1341,458,4,5,UPI,2024-08-30
1342,514,6,5,UPI,2026-05-21
1343,751,16,3,UPI,2026-02-11
1344,512,5,2,UPI,2025-09-08
1345,61,13,2,Cash,2025-06-08
1346,846,16,2,UPI,2025-08-18
1347,77,1,2,Cash,2025-05-21
1348,797,15,1,Cash,2025-12-06
1349,210,6,4,UPI,2026-01-31
1350,942,2,3,UPI,2025-03-20
1351,673,1,2,Cash,2025-01-04
1352,196,12,5,Net Banking,2024-11-03
1353,781,15,1,Card,2024-09-01
1354,902,1,2,UPI,2024-10-02
1355,572,14,2,Card,2024-07-31
1356,583,8,2,Net Banking,2025-04-07
1357,400,15,4,Net Banking,2025-02-04
1358,57,14,3,Cash,2025-02-07
1359,401,4,5,UPI,2025-04-29
1360,910,1,5,Net Banking,2025-07-19
1361,301,16,1,Cash,2024-07-10
1362,345,10,5,Net Banking,2025-03-02
1363,546,15,5,Net Banking,2026-05-08
1364,478,7,4,Cash,2025-07-13
1365,368,15,3,Net Banking,2026-03-26
1366,366,13,3,UPI,2025-10-04
1367,504,2,5,Net Banking,2025-03-04
1368,608,1,2,Net Banking,2026-04-03
1369,648,2,5,Net Banking,2025-12-27
1370,43,15,4,Net Banking,2024-12-18
1371,403,12,3,UPI,2024-07-10
1372,403,12,3,Card,2025-08-13
1373,302,4,3,UPI,2025-11-12
1374,739,13,1,UPI,2025-02-02
1375,160,11,3,UPI,2025-03-12
1376,686,2,5,Net Banking,2024-11-12
1377,606,14,2,Cash,2026-06-03
1378,309,6,3,Cash,2025-06-07
1379,145,14,2,UPI,2025-01-13
1380,72,1,2,Card,2025-07-22
1381,80,14,4,Card,2025-01-16
1382,716,7,1,Net Banking,2024-10-24
1383,82,13,2,UPI,2024-12-05
1384,765,7,3,Net Banking,2025-01-10
1385,279,8,4,Cash,2024-10-16
1386,782,13,5,Card,2024-08-04
1387,949,9,1,Net Banking,2025-12-11
1388,871,4,5,Net Banking,2025-12-11
1389,115,3,4,UPI,2026-05-30
1390,393,3,4,Card,2026-06-24
1391,431,8,4,UPI,2025-07-01
1392,960,6,3,Cash,2024-07-12
1393,536,10,4,UPI,2025-09-22
1394,836,6,1,Card,2025-03-08
1395,766,2,5,Net Banking,2025-04-25
1396,864,9,5,Card,2025-10-05
1397,309,12,3,Cash,2026-05-24
1398,238,6,5,Card,2025-11-19
1399,203,14,3,Cash,2024-08-13
1400,785,10,4,Cash,2025-12-06
1401,174,15,1,Cash,2025-04-05
1402,311,8,4,Card,2024-10-12
1403,58,4,4,Net Banking,2025-10-19
1404,657,14,4,Cash,2026-02-02
1405,535,15,3,Card,2024-10-22
1406,813,4,5,Card,2025-01-21
1407,793,4,5,UPI,2024-12-08
1408,33,15,5,Cash,2024-10-30
1409,487,2,1,UPI,2024-06-28
1410,855,14,5,UPI,2025-12-02
1411,299,2,2,Cash,2026-03-06
1412,577,8,4,Net Banking,2025-10-25
1413,774,16,2,UPI,2025-07-20
1414,259,16,3,Cash,2025-10-05
1415,943,5,3,Net Banking,2024-09-09
1416,328,6,4,Net Banking,2026-01-10
1417,566,1,3,Cash,2025-02-01
1418,980,13,2,Net Banking,2026-03-09
1419,944,4,4,UPI,2025-03-21
1420,272,7,4,Card,2026-02-15
1421,539,6,1,UPI,2024-11-09
1422,762,15,5,UPI,2025-12-18
1423,633,13,3,UPI,2026-06-02
1424,602,1,3,Net Banking,2025-10-23
1425,252,16,3,Net Banking,2024-10-11
1426,462,13,5,Cash,2024-09-06
